[[6, 12, 36, 39, 35, 43, 42, 35, 36, 37, 39, 38, 37, 37, 38, 40, 38, 33, 16, 1], 6954.960056609021, [6, 12, 36, 38, 36, 38, 39, 38, 38, 37, 37, 37, 37, 36, 35, 36, 40, 26, 23, 13], 5915.955072529134, 116, 559.25, 1, 0.041666666666666664]
[[6, 12, 36, 39, 35, 43, 42, 35, 36, 37, 39, 38, 37, 37, 38, 40, 38, 33, 16, 1], 6954.960056609021, [5, 13, 36, 39, 35, 38, 38, 39, 37, 38, 36, 36, 37, 35, 35, 36, 34, 37, 21, 13], 5701.079185614182, 139, 514.1666666666665, 1, 0.027777777777777776]
[[6, 12, 36, 39, 35, 43, 42, 35, 36, 37, 39, 38, 37, 37, 38, 40, 38, 33, 16, 1], 6954.960056609021, [6, 12, 36, 38, 36, 38, 37, 38, 38, 36, 38, 35, 37, 35, 38, 34, 37, 37, 24, 8], 5758.671105257259, 144, 378.375, 1, 0.020833333333333332]
[[6, 12, 36, 39, 35, 43, 42, 35, 36, 37, 39, 38, 37, 37, 38, 40, 38, 33, 16, 1], 6954.960056609021, [4, 14, 36, 38, 36, 36, 37, 39, 37, 37, 36, 37, 36, 37, 34, 39, 39, 34, 20, 12], 5748.676149272432, 164, 335.90000000000003, 1, 0.016666666666666666]
[[6, 12, 36, 39, 35, 43, 42, 35, 36, 37, 39, 38, 37, 37, 38, 40, 38, 33, 16, 1], 5728.853350334917, [6, 12, 36, 39, 35, 39, 37, 38, 37, 37, 38, 37, 36, 37, 37, 35, 36, 38, 18, 10], 4543.503684678959, 117, 540.0, 5, 0.041666666666666664]
[[6, 12, 36, 39, 35, 43, 42, 35, 36, 37, 39, 38, 37, 37, 38, 40, 38, 33, 16, 1], 5728.853350334917, [6, 12, 36, 39, 35, 39, 38, 37, 37, 37, 37, 37, 37, 36, 37, 35, 32, 40, 26, 5], 4446.622789137507, 124, 434.1666666666665, 5, 0.027777777777777776]
[[6, 12, 36, 39, 35, 43, 42, 35, 36, 37, 39, 38, 37, 37, 38, 40, 38, 33, 16, 1], 5728.853350334917, [5, 13, 36, 39, 35, 38, 38, 37, 37, 36, 37, 36, 36, 36, 37, 33, 39, 37, 20, 13], 4204.522728646103, 163, 433.25, 5, 0.020833333333333332]
[[6, 12, 36, 39, 35, 43, 42, 35, 36, 37, 39, 38, 37, 37, 38, 40, 38, 33, 16, 1], 5728.853350334917, [4, 14, 36, 39, 35, 39, 37, 37, 37, 36, 37, 37, 36, 38, 36, 34, 38, 33, 24, 11], 4264.783060396282, 151, 323.19999999999993, 5, 0.016666666666666666]
[[6, 12, 36, 39, 35, 43, 42, 35, 36, 37, 39, 38, 37, 37, 38, 40, 38, 33, 16, 1], 5511.537699838869, [6, 12, 36, 39, 35, 39, 37, 38, 37, 37, 38, 37, 36, 37, 37, 38, 36, 36, 18, 9], 4431.394084141627, 109, 467.5, 9, 0.041666666666666664]
[[6, 12, 36, 39, 35, 43, 42, 35, 36, 37, 39, 38, 37, 37, 38, 40, 38, 33, 16, 1], 5511.537699838869, [6, 12, 36, 39, 35, 39, 37, 37, 37, 37, 38, 37, 35, 38, 35, 43, 31, 30, 30, 6], 4282.231358646546, 127, 444.1666666666664, 9, 0.027777777777777776]
[[6, 12, 36, 39, 35, 43, 42, 35, 36, 37, 39, 38, 37, 37, 38, 40, 38, 33, 16, 1], 5511.537699838869, [5, 13, 36, 39, 35, 38, 37, 37, 37, 37, 37, 37, 37, 36, 36, 37, 39, 31, 22, 12], 4122.703170874313, 150, 394.875, 9, 0.020833333333333332]
[[6, 12, 36, 39, 35, 43, 42, 35, 36, 37, 39, 38, 37, 37, 38, 40, 38, 33, 16, 1], 5511.537699838869, [5, 13, 36, 39, 35, 39, 37, 37, 37, 36, 38, 36, 37, 38, 39, 33, 41, 33, 19, 10], 4352.1021082572415, 127, 247.89999999999998, 9, 0.016666666666666666]
[[6, 12, 36, 39, 35, 43, 42, 35, 36, 37, 39, 38, 37, 37, 38, 40, 38, 33, 16, 1], 5423.094487125494, [6, 12, 36, 39, 35, 39, 38, 37, 38, 37, 37, 37, 36, 36, 36, 36, 35, 35, 24, 9], 4125.401222134425, 124, 614.5, 13, 0.041666666666666664]
[[6, 12, 36, 39, 35, 43, 42, 35, 36, 37, 39, 38, 37, 37, 38, 40, 38, 33, 16, 1], 5423.094487125494, [6, 12, 36, 39, 35, 39, 37, 38, 37, 37, 37, 37, 37, 37, 37, 35, 43, 34, 14, 11], 4428.336660099501, 110, 341.8333333333332, 13, 0.027777777777777776]
[[6, 12, 36, 39, 35, 43, 42, 35, 36, 37, 39, 38, 37, 37, 38, 40, 38, 33, 16, 1], 5423.094487125494, [6, 12, 36, 39, 35, 39, 37, 37, 36, 37, 37, 37, 36, 38, 36, 39, 32, 30, 24, 15], 3969.49353814842, 154, 428.0, 13, 0.020833333333333332]
[[6, 12, 36, 39, 35, 43, 42, 35, 36, 37, 39, 38, 37, 37, 38, 40, 38, 33, 16, 1], 5423.094487125494, [4, 14, 36, 39, 35, 38, 37, 38, 37, 37, 36, 37, 37, 37, 36, 43, 33, 27, 28, 9], 4189.086294775349, 138, 290.09999999999997, 13, 0.016666666666666666]
