index,airborne delay cost,ground delay cost,transform
"[33, 31, 29, 36, 35, 34, 34, 34, 34, 34, 35, 31, 31, 32, 30, 27, 29, 28]",2213.6985165285014,141.25,1
"[33, 31, 30, 34, 36, 34, 34, 34, 34, 34, 35, 31, 31, 32, 30, 27, 29, 28]",2213.6985165285014,141.25,1
"[33, 31, 29, 35, 36, 34, 34, 34, 34, 34, 35, 31, 31, 32, 30, 27, 29, 28]",2213.6985165285014,141.25,1
"[33, 31, 30, 35, 35, 34, 34, 34, 34, 33, 36, 31, 31, 32, 30, 27, 29, 28]",2213.6985165285014,141.25,1
"[33, 31, 30, 34, 36, 34, 34, 34, 34, 34, 35, 31, 31, 32, 30, 27, 29, 28]",2213.6985165285014,141.25,1
"[33, 31, 30, 34, 35, 35, 34, 34, 34, 34, 35, 31, 31, 32, 30, 27, 29, 28]",2213.6985165285014,141.25,1
"[33, 31, 30, 34, 35, 35, 34, 34, 34, 34, 35, 31, 31, 32, 30, 27, 29, 28]",2213.6985165285014,141.25,1
"[33, 31, 29, 36, 35, 34, 34, 34, 34, 34, 35, 31, 31, 32, 30, 27, 29, 28]",2213.6985165285014,141.25,1
"[33, 31, 30, 35, 35, 34, 33, 35, 34, 34, 35, 31, 31, 32, 30, 27, 29, 28]",2213.6985165285014,141.25,1
"[33, 31, 30, 35, 35, 34, 34, 34, 34, 34, 35, 30, 31, 33, 30, 27, 29, 28]",2213.6985165285014,141.25,1
"[33, 31, 29, 36, 35, 34, 34, 34, 34, 34, 35, 31, 31, 32, 30, 27, 29, 28]",2213.6985165285014,141.25,1
"[33, 31, 29, 35, 36, 34, 34, 34, 34, 34, 35, 31, 31, 32, 30, 27, 29, 28]",2213.6985165285014,141.25,1
"[33, 31, 29, 36, 35, 34, 34, 34, 34, 34, 35, 31, 31, 32, 30, 27, 29, 28]",2213.6985165285014,141.25,1
"[33, 31, 30, 35, 35, 33, 35, 34, 34, 34, 35, 31, 31, 32, 30, 27, 29, 28]",2213.6985165285014,141.25,1
"[33, 31, 29, 35, 36, 34, 34, 34, 34, 34, 35, 31, 31, 32, 30, 27, 29, 28]",2213.6985165285014,141.25,1
"[33, 31, 29, 35, 36, 34, 34, 34, 34, 34, 35, 31, 31, 32, 30, 27, 29, 28]",2213.6985165285014,141.25,1
"[33, 31, 30, 35, 35, 34, 34, 34, 34, 34, 35, 31, 31, 32, 29, 28, 29, 28]",2211.126227673195,142.5,0
"[33, 31, 30, 34, 35, 35, 34, 34, 34, 34, 35, 31, 31, 32, 29, 28, 29, 28]",2211.126227673195,142.5,1
"[33, 31, 30, 35, 35, 33, 34, 35, 34, 34, 35, 31, 31, 32, 29, 28, 29, 28]",2211.126227673195,142.5,1
"[33, 31, 30, 35, 35, 33, 35, 34, 34, 34, 35, 31, 31, 32, 29, 28, 29, 28]",2211.126227673195,142.5,1
"[33, 31, 30, 34, 36, 34, 34, 34, 34, 34, 35, 31, 31, 32, 29, 28, 29, 28]",2211.126227673195,142.5,1
"[33, 31, 30, 35, 35, 34, 34, 34, 34, 33, 36, 31, 31, 32, 29, 28, 29, 28]",2211.033987238945,143.75,0
"[33, 31, 30, 35, 35, 34, 34, 34, 34, 33, 35, 32, 31, 32, 29, 28, 29, 28]",2203.224428455168,145.0,0
"[33, 31, 29, 36, 35, 34, 34, 34, 34, 33, 35, 32, 31, 32, 29, 28, 29, 28]",2203.224428455168,145.0,1
"[33, 31, 30, 34, 36, 34, 34, 34, 34, 33, 35, 32, 31, 32, 29, 28, 29, 28]",2203.224428455168,145.0,1
"[33, 31, 29, 35, 36, 34, 34, 34, 34, 33, 35, 32, 31, 32, 29, 28, 29, 28]",2203.224428455168,145.0,1
"[33, 31, 30, 35, 35, 34, 33, 35, 34, 33, 35, 32, 31, 32, 29, 28, 29, 28]",2203.224428455168,145.0,1
"[33, 31, 29, 36, 35, 34, 34, 34, 34, 33, 35, 32, 31, 32, 29, 28, 29, 28]",2203.224428455168,145.0,1
"[33, 31, 30, 35, 35, 34, 34, 33, 34, 34, 35, 32, 31, 32, 29, 28, 29, 28]",2203.224428455168,145.0,1
"[32, 32, 30, 35, 35, 34, 34, 34, 34, 33, 35, 32, 31, 32, 29, 28, 29, 28]",2203.224428455168,145.0,1
"[33, 31, 29, 36, 35, 34, 34, 34, 34, 33, 35, 32, 31, 32, 29, 28, 29, 28]",2203.224428455168,145.0,1
"[33, 31, 30, 34, 35, 35, 34, 34, 34, 33, 35, 32, 31, 32, 29, 28, 29, 28]",2203.224428455168,145.0,1
"[33, 31, 30, 35, 35, 33, 34, 35, 34, 33, 35, 32, 31, 32, 29, 28, 29, 28]",2203.224428455168,145.0,1
"[33, 31, 30, 34, 35, 35, 34, 34, 34, 33, 35, 32, 31, 32, 29, 28, 29, 28]",2203.224428455168,145.0,1
"[33, 31, 29, 36, 35, 34, 34, 34, 34, 33, 35, 32, 31, 32, 29, 28, 29, 28]",2203.224428455168,145.0,1
"[33, 31, 30, 34, 36, 34, 34, 34, 34, 33, 35, 32, 31, 32, 29, 28, 29, 28]",2203.224428455168,145.0,1
"[33, 31, 29, 35, 36, 34, 34, 34, 34, 33, 35, 32, 31, 32, 29, 28, 29, 28]",2203.224428455168,145.0,1
"[33, 31, 29, 35, 36, 34, 34, 34, 34, 33, 35, 32, 31, 32, 29, 28, 29, 28]",2203.224428455168,145.0,1
"[33, 31, 30, 34, 36, 34, 34, 34, 34, 33, 35, 32, 31, 32, 29, 28, 29, 28]",2203.224428455168,145.0,1
"[33, 31, 29, 35, 36, 34, 34, 34, 34, 33, 35, 32, 31, 32, 29, 28, 29, 28]",2203.224428455168,145.0,1
"[33, 31, 30, 35, 35, 34, 34, 34, 34, 33, 35, 32, 31, 31, 30, 28, 29, 28]",2200.006992823386,146.25,0
"[33, 31, 30, 34, 35, 35, 34, 34, 34, 33, 35, 32, 31, 31, 30, 28, 29, 28]",2200.006992823386,146.25,1
"[33, 31, 29, 35, 36, 34, 34, 34, 34, 33, 35, 32, 31, 31, 30, 28, 29, 28]",2200.006992823386,146.25,1
"[33, 31, 30, 34, 36, 34, 34, 34, 34, 33, 35, 32, 31, 31, 30, 28, 29, 28]",2200.006992823386,146.25,1
"[33, 31, 30, 35, 35, 34, 33, 34, 35, 33, 35, 32, 31, 31, 30, 28, 29, 28]",2200.006992823386,146.25,1
"[33, 31, 29, 36, 35, 34, 34, 34, 34, 33, 35, 32, 31, 31, 30, 28, 29, 28]",2200.006992823386,146.25,1
"[33, 31, 29, 35, 36, 34, 34, 34, 34, 33, 35, 32, 31, 31, 30, 28, 29, 28]",2200.006992823386,146.25,1
"[33, 31, 29, 36, 35, 34, 34, 34, 34, 33, 35, 32, 31, 31, 30, 28, 29, 28]",2200.006992823386,146.25,1
"[33, 31, 30, 35, 35, 34, 34, 34, 34, 33, 35, 32, 31, 31, 30, 28, 28, 29]",2198.577728309433,147.5,0
"[33, 31, 29, 36, 35, 34, 34, 34, 34, 33, 35, 32, 31, 31, 30, 28, 28, 29]",2198.577728309433,147.5,1
"[33, 31, 30, 34, 35, 35, 34, 34, 34, 33, 35, 32, 31, 31, 30, 28, 28, 29]",2198.577728309433,147.5,1
"[33, 31, 29, 35, 36, 34, 34, 34, 34, 33, 35, 32, 31, 31, 30, 28, 28, 29]",2198.577728309433,147.5,1
"[33, 31, 30, 34, 35, 35, 34, 34, 34, 33, 35, 32, 31, 31, 30, 28, 28, 29]",2198.577728309433,147.5,1
"[33, 31, 30, 35, 35, 34, 34, 34, 34, 33, 35, 32, 31, 31, 30, 27, 29, 29]",2198.577728309433,147.5,1
"[33, 31, 30, 34, 35, 35, 34, 34, 34, 33, 35, 32, 31, 31, 30, 28, 28, 29]",2198.577728309433,147.5,1
"[33, 31, 30, 35, 35, 34, 34, 34, 34, 33, 35, 31, 32, 31, 30, 28, 28, 29]",2195.593750574124,148.75,0
"[33, 31, 29, 35, 36, 34, 34, 34, 34, 33, 35, 31, 32, 31, 30, 28, 28, 29]",2195.593750574124,148.75,1
"[33, 31, 30, 34, 36, 34, 34, 34, 34, 33, 35, 31, 32, 31, 30, 28, 28, 29]",2195.593750574124,148.75,1
"[33, 31, 29, 35, 36, 34, 34, 34, 34, 33, 35, 31, 32, 31, 30, 28, 28, 29]",2195.593750574124,148.75,1
"[33, 31, 29, 35, 36, 34, 34, 34, 34, 33, 35, 31, 32, 31, 30, 28, 28, 29]",2195.593750574124,148.75,1
"[33, 31, 30, 34, 35, 35, 34, 34, 34, 33, 35, 31, 32, 31, 30, 28, 28, 29]",2195.593750574124,148.75,1
"[33, 31, 30, 34, 36, 34, 34, 34, 34, 33, 35, 31, 32, 31, 30, 28, 28, 29]",2195.593750574124,148.75,1
"[33, 31, 29, 36, 35, 34, 34, 34, 34, 33, 35, 31, 32, 31, 30, 28, 28, 29]",2195.593750574124,148.75,1
"[33, 31, 30, 35, 35, 34, 34, 34, 34, 33, 35, 31, 32, 31, 29, 28, 29, 29]",2193.687999554239,151.25,0
"[33, 31, 30, 34, 36, 34, 34, 34, 34, 33, 35, 31, 32, 31, 29, 28, 29, 29]",2193.687999554239,151.25,1
"[33, 31, 30, 34, 36, 34, 34, 34, 34, 33, 35, 31, 32, 31, 29, 28, 29, 29]",2193.687999554239,151.25,1
"[33, 31, 29, 35, 36, 34, 34, 34, 34, 33, 35, 31, 32, 31, 29, 28, 29, 29]",2193.687999554239,151.25,1
"[33, 31, 30, 34, 35, 35, 34, 34, 34, 33, 35, 31, 32, 31, 29, 28, 29, 29]",2193.687999554239,151.25,1
"[33, 31, 29, 35, 36, 34, 34, 34, 34, 33, 35, 31, 32, 31, 29, 28, 29, 29]",2193.687999554239,151.25,1
"[33, 31, 30, 35, 34, 35, 34, 34, 34, 33, 35, 31, 32, 31, 29, 28, 29, 29]",2193.687999554239,151.25,1
"[33, 31, 29, 35, 36, 34, 34, 34, 34, 33, 35, 31, 32, 31, 29, 28, 29, 29]",2193.687999554239,151.25,1
"[33, 31, 30, 35, 34, 35, 34, 34, 34, 33, 35, 31, 32, 31, 29, 28, 29, 29]",2193.687999554239,151.25,1
"[33, 31, 29, 35, 36, 34, 34, 34, 34, 33, 35, 31, 32, 31, 29, 28, 29, 29]",2193.687999554239,151.25,1
"[33, 31, 29, 35, 36, 34, 34, 34, 34, 33, 35, 31, 32, 31, 29, 28, 29, 29]",2193.687999554239,151.25,1
"[33, 31, 30, 34, 35, 35, 34, 34, 34, 33, 35, 31, 32, 31, 29, 28, 29, 29]",2193.687999554239,151.25,1
"[33, 31, 30, 35, 35, 34, 34, 34, 34, 33, 35, 31, 32, 31, 28, 29, 29, 29]",2193.687999554239,151.25,1
"[33, 31, 30, 35, 35, 34, 34, 34, 34, 33, 34, 31, 33, 31, 29, 28, 29, 29]",2186.7754694447667,153.75,0
"[33, 31, 30, 35, 35, 34, 34, 34, 34, 33, 34, 30, 34, 31, 29, 28, 29, 29]",2186.7754694447667,153.75,1
"[33, 31, 30, 35, 35, 34, 33, 34, 35, 33, 34, 31, 33, 31, 29, 28, 29, 29]",2186.7754694447667,153.75,1
"[33, 31, 30, 35, 35, 34, 34, 34, 34, 33, 34, 31, 32, 32, 29, 28, 29, 29]",2184.1225556304953,155.0,0
"[33, 31, 29, 35, 36, 34, 34, 34, 34, 33, 34, 31, 32, 32, 29, 28, 29, 29]",2184.1225556304953,155.0,1
"[33, 31, 30, 35, 35, 34, 34, 33, 35, 33, 34, 31, 32, 32, 29, 28, 29, 29]",2184.1225556304953,155.0,1
"[33, 31, 30, 35, 35, 34, 34, 34, 33, 34, 34, 31, 32, 32, 29, 28, 29, 29]",2184.1225556304953,155.0,1
"[33, 31, 30, 34, 35, 35, 34, 34, 34, 33, 34, 31, 32, 32, 29, 28, 29, 29]",2184.1225556304953,155.0,1
"[33, 31, 30, 34, 35, 35, 34, 34, 34, 33, 34, 31, 32, 32, 29, 28, 29, 29]",2184.1225556304953,155.0,1
"[33, 31, 29, 35, 36, 34, 34, 34, 34, 33, 34, 31, 32, 32, 29, 28, 29, 29]",2184.1225556304953,155.0,1
"[33, 31, 29, 36, 35, 34, 34, 34, 34, 33, 34, 31, 32, 32, 29, 28, 29, 29]",2184.1225556304953,155.0,1
"[33, 31, 30, 34, 36, 34, 34, 34, 34, 33, 34, 31, 32, 32, 29, 28, 29, 29]",2184.1225556304953,155.0,1
"[33, 31, 29, 36, 35, 34, 34, 34, 34, 33, 34, 31, 32, 32, 29, 28, 29, 29]",2184.1225556304953,155.0,1
"[33, 31, 30, 34, 35, 35, 34, 34, 34, 33, 34, 31, 32, 32, 29, 28, 29, 29]",2184.1225556304953,155.0,1
"[33, 31, 30, 35, 35, 34, 34, 34, 34, 33, 34, 31, 32, 31, 29, 29, 29, 29]",2179.0993328256973,157.5,0
"[33, 31, 30, 34, 36, 34, 34, 34, 34, 33, 34, 31, 32, 31, 29, 29, 29, 29]",2179.0993328256973,157.5,1
"[33, 31, 29, 36, 35, 34, 34, 34, 34, 33, 34, 31, 32, 31, 29, 29, 29, 29]",2179.0993328256973,157.5,1
"[33, 31, 30, 34, 35, 35, 34, 34, 34, 33, 34, 31, 32, 31, 29, 29, 29, 29]",2179.0993328256973,157.5,1
"[33, 31, 30, 34, 36, 34, 34, 34, 34, 33, 34, 31, 32, 31, 29, 29, 29, 29]",2179.0993328256973,157.5,1
"[33, 31, 29, 35, 36, 34, 34, 34, 34, 33, 34, 31, 32, 31, 29, 29, 29, 29]",2179.0993328256973,157.5,1
"[33, 31, 30, 35, 35, 34, 34, 34, 34, 32, 34, 32, 32, 31, 29, 29, 29, 29]",2174.2036159281065,160.0,0
"[33, 31, 30, 34, 35, 35, 34, 34, 34, 32, 34, 32, 32, 31, 29, 29, 29, 29]",2174.2036159281065,160.0,1
"[33, 31, 30, 35, 35, 34, 33, 34, 35, 32, 34, 32, 32, 31, 29, 29, 29, 29]",2174.2036159281065,160.0,1
"[33, 31, 29, 36, 35, 34, 34, 34, 34, 32, 34, 32, 32, 31, 29, 29, 29, 29]",2174.2036159281065,160.0,1
"[33, 31, 30, 35, 35, 34, 34, 33, 35, 32, 34, 32, 32, 31, 29, 29, 29, 29]",2174.2036159281065,160.0,1
"[33, 31, 29, 35, 36, 34, 34, 34, 34, 32, 34, 32, 32, 31, 29, 29, 29, 29]",2174.2036159281065,160.0,1
"[33, 31, 30, 34, 36, 34, 34, 34, 34, 32, 34, 32, 32, 31, 29, 29, 29, 29]",2174.2036159281065,160.0,1
"[33, 30, 31, 35, 35, 34, 34, 34, 34, 32, 34, 32, 32, 31, 29, 29, 29, 29]",2174.2036159281065,160.0,1
"[33, 31, 29, 36, 35, 34, 34, 34, 34, 32, 34, 32, 32, 31, 29, 29, 29, 29]",2174.2036159281065,160.0,1
"[33, 31, 30, 34, 36, 34, 34, 34, 34, 32, 34, 32, 32, 31, 29, 29, 29, 29]",2174.2036159281065,160.0,1
"[33, 30, 31, 35, 35, 34, 34, 34, 34, 32, 34, 32, 32, 31, 29, 29, 29, 29]",2174.2036159281065,160.0,1
"[33, 31, 30, 34, 36, 34, 34, 34, 34, 32, 34, 32, 32, 31, 29, 29, 29, 29]",2174.2036159281065,160.0,1
"[33, 31, 30, 34, 36, 34, 34, 34, 34, 32, 34, 32, 32, 31, 29, 29, 29, 29]",2174.2036159281065,160.0,1
"[33, 31, 30, 34, 36, 34, 34, 34, 34, 32, 34, 32, 32, 31, 29, 29, 29, 29]",2174.2036159281065,160.0,1
"[33, 31, 30, 35, 35, 34, 34, 34, 34, 32, 34, 31, 32, 32, 29, 29, 29, 29]",2170.787923220773,162.5,0
"[33, 31, 29, 36, 35, 34, 34, 34, 34, 32, 34, 31, 32, 32, 29, 29, 29, 29]",2170.787923220773,162.5,1
"[33, 31, 30, 35, 35, 34, 34, 34, 34, 32, 34, 31, 32, 32, 28, 30, 29, 29]",2170.787923220773,162.5,1
"[33, 31, 30, 34, 36, 34, 34, 34, 34, 32, 34, 31, 32, 32, 29, 29, 29, 29]",2170.787923220773,162.5,1
"[33, 31, 29, 35, 36, 34, 34, 34, 34, 32, 34, 31, 32, 32, 29, 29, 29, 29]",2170.787923220773,162.5,1
"[33, 31, 29, 35, 36, 34, 34, 34, 34, 32, 34, 31, 32, 32, 29, 29, 29, 29]",2170.787923220773,162.5,1
"[33, 31, 30, 35, 35, 34, 34, 33, 34, 33, 34, 31, 32, 32, 29, 29, 29, 29]",2166.773015159105,165.0,0
"[33, 30, 31, 35, 35, 34, 34, 33, 34, 33, 34, 31, 32, 32, 29, 29, 29, 29]",2166.773015159105,165.0,1
"[33, 31, 30, 35, 35, 34, 34, 33, 33, 33, 35, 31, 32, 32, 29, 29, 29, 29]",2166.773015159105,165.0,1
"[33, 31, 30, 34, 35, 35, 34, 33, 34, 33, 34, 31, 32, 32, 29, 29, 29, 29]",2166.773015159105,165.0,1
"[33, 31, 30, 35, 35, 33, 34, 34, 34, 33, 34, 31, 32, 32, 29, 29, 29, 29]",2166.773015159105,165.0,1
"[33, 31, 29, 36, 35, 34, 34, 33, 34, 33, 34, 31, 32, 32, 29, 29, 29, 29]",2166.773015159105,165.0,1
"[33, 31, 30, 34, 36, 34, 34, 33, 34, 33, 34, 31, 32, 32, 29, 29, 29, 29]",2166.773015159105,165.0,1
"[33, 31, 29, 36, 35, 34, 34, 33, 34, 33, 34, 31, 32, 32, 29, 29, 29, 29]",2166.773015159105,165.0,1
"[33, 31, 30, 34, 36, 34, 34, 33, 34, 33, 34, 31, 32, 32, 29, 29, 29, 29]",2166.773015159105,165.0,1
"[33, 31, 30, 34, 36, 34, 34, 33, 34, 33, 34, 31, 32, 32, 29, 29, 29, 29]",2166.773015159105,165.0,1
"[33, 31, 30, 35, 35, 34, 33, 34, 34, 33, 34, 31, 32, 32, 29, 29, 29, 29]",2166.773015159105,165.0,1
"[33, 31, 29, 35, 36, 34, 34, 33, 34, 33, 34, 31, 32, 32, 29, 29, 29, 29]",2166.773015159105,165.0,1
"[33, 31, 30, 35, 35, 34, 34, 33, 34, 33, 34, 31, 32, 32, 29, 28, 30, 29]",2166.773015159105,165.0,1
"[33, 31, 30, 35, 35, 34, 34, 33, 34, 33, 33, 32, 32, 32, 29, 29, 29, 29]",2162.716206677583,166.25,0
"[33, 31, 30, 34, 36, 34, 34, 33, 34, 33, 33, 32, 32, 32, 29, 29, 29, 29]",2162.716206677583,166.25,1
"[33, 31, 30, 35, 35, 34, 34, 33, 34, 33, 32, 32, 33, 32, 29, 29, 29, 29]",2160.7360639630556,168.75,0
"[33, 30, 31, 35, 35, 34, 34, 33, 34, 33, 32, 32, 33, 32, 29, 29, 29, 29]",2160.7360639630556,168.75,1
"[33, 31, 30, 34, 36, 34, 34, 33, 34, 33, 32, 32, 33, 32, 29, 29, 29, 29]",2160.7360639630556,168.75,1
"[33, 31, 30, 34, 35, 35, 34, 33, 34, 33, 32, 32, 33, 32, 29, 29, 29, 29]",2160.7360639630556,168.75,1
"[33, 31, 30, 34, 36, 34, 34, 33, 34, 33, 32, 32, 33, 32, 29, 29, 29, 29]",2160.7360639630556,168.75,1
"[33, 31, 29, 35, 36, 34, 34, 33, 34, 33, 32, 32, 33, 32, 29, 29, 29, 29]",2160.7360639630556,168.75,1
"[33, 31, 30, 35, 35, 34, 34, 33, 34, 33, 32, 32, 33, 31, 30, 29, 29, 29]",2156.9350311591393,170.0,0
"[33, 31, 29, 36, 35, 34, 34, 33, 34, 33, 32, 32, 33, 31, 30, 29, 29, 29]",2156.9350311591393,170.0,1
"[33, 31, 30, 34, 36, 34, 34, 33, 34, 33, 32, 32, 33, 31, 30, 29, 29, 29]",2156.9350311591393,170.0,1
"[33, 31, 30, 34, 36, 34, 34, 33, 34, 33, 32, 32, 33, 31, 30, 29, 29, 29]",2156.9350311591393,170.0,1
"[33, 30, 30, 36, 35, 34, 34, 33, 34, 33, 32, 32, 33, 31, 30, 29, 29, 29]",2156.9350311591393,170.0,1
"[33, 31, 30, 35, 35, 34, 34, 33, 34, 33, 32, 32, 32, 32, 30, 29, 29, 29]",2154.4243823241827,171.25,0
"[33, 31, 29, 35, 36, 34, 34, 33, 34, 33, 32, 32, 32, 32, 30, 29, 29, 29]",2154.4243823241827,171.25,1
"[33, 31, 30, 35, 35, 34, 34, 33, 34, 33, 32, 31, 33, 32, 30, 29, 29, 29]",2154.4243823241827,171.25,1
"[33, 31, 30, 35, 35, 34, 34, 33, 34, 33, 32, 32, 32, 32, 29, 29, 30, 29]",2154.4243823241827,171.25,1
"[33, 31, 30, 35, 35, 34, 34, 33, 34, 33, 32, 31, 32, 33, 30, 29, 29, 29]",2154.4243823241827,171.25,1
"[33, 31, 30, 34, 36, 34, 34, 33, 34, 33, 32, 32, 32, 32, 30, 29, 29, 29]",2154.4243823241827,171.25,1
"[33, 31, 30, 34, 35, 35, 34, 33, 34, 33, 32, 32, 32, 32, 30, 29, 29, 29]",2154.4243823241827,171.25,1
"[33, 31, 30, 35, 35, 34, 34, 33, 34, 33, 32, 32, 32, 31, 31, 29, 29, 29]",2152.008544226096,172.5,0
"[33, 31, 29, 35, 36, 34, 34, 33, 34, 33, 32, 32, 32, 31, 31, 29, 29, 29]",2152.008544226096,172.5,1
"[33, 31, 30, 35, 35, 34, 34, 33, 34, 33, 32, 32, 32, 31, 31, 28, 30, 29]",2152.008544226096,172.5,1
"[33, 31, 29, 35, 36, 34, 34, 33, 34, 33, 32, 32, 32, 31, 31, 29, 29, 29]",2152.008544226096,172.5,1
"[33, 31, 29, 36, 35, 34, 34, 33, 34, 33, 32, 32, 32, 31, 31, 29, 29, 29]",2152.008544226096,172.5,1
"[33, 31, 30, 35, 35, 34, 34, 33, 34, 33, 32, 32, 31, 31, 32, 29, 29, 29]",2152.008544226096,172.5,1
"[33, 31, 29, 36, 35, 34, 34, 33, 34, 33, 32, 32, 32, 31, 31, 29, 29, 29]",2152.008544226096,172.5,1
"[33, 31, 30, 35, 35, 34, 33, 33, 35, 33, 32, 32, 32, 31, 31, 29, 29, 29]",2152.008544226096,172.5,1
"[32, 31, 31, 35, 35, 34, 34, 33, 34, 33, 32, 32, 32, 31, 31, 29, 29, 29]",2152.008544226096,172.5,1
"[33, 31, 29, 36, 35, 34, 34, 33, 34, 33, 32, 32, 32, 31, 31, 29, 29, 29]",2152.008544226096,172.5,1
"[33, 31, 30, 34, 36, 34, 34, 33, 34, 33, 32, 32, 32, 31, 31, 29, 29, 29]",2152.008544226096,172.5,1
"[33, 31, 29, 36, 35, 34, 34, 33, 34, 33, 32, 32, 32, 31, 31, 29, 29, 29]",2152.008544226096,172.5,1
"[33, 31, 30, 35, 34, 35, 34, 33, 34, 33, 32, 32, 32, 31, 31, 29, 29, 29]",2152.008544226096,172.5,1
"[33, 31, 29, 36, 35, 34, 34, 33, 34, 33, 32, 32, 32, 31, 31, 29, 29, 29]",2152.008544226096,172.5,1
"[33, 31, 30, 35, 35, 34, 34, 32, 35, 33, 32, 32, 32, 31, 31, 29, 29, 29]",2152.008544226096,172.5,1
"[33, 31, 30, 35, 34, 35, 34, 33, 34, 33, 32, 32, 32, 31, 31, 29, 29, 29]",2152.008544226096,172.5,1
"[33, 31, 29, 35, 36, 34, 34, 33, 34, 33, 32, 32, 32, 31, 31, 29, 29, 29]",2152.008544226096,172.5,1
"[33, 31, 30, 34, 36, 34, 34, 33, 34, 33, 32, 32, 32, 31, 31, 29, 29, 29]",2152.008544226096,172.5,1
"[33, 31, 29, 36, 35, 34, 34, 33, 34, 33, 32, 32, 32, 31, 31, 29, 29, 29]",2152.008544226096,172.5,1
"[33, 31, 30, 35, 35, 33, 34, 34, 34, 33, 32, 32, 32, 31, 31, 29, 29, 29]",2152.008544226096,172.5,1
"[33, 31, 30, 34, 35, 35, 34, 33, 34, 33, 32, 32, 32, 31, 31, 29, 29, 29]",2152.008544226096,172.5,1
"[33, 31, 30, 35, 35, 34, 34, 33, 34, 33, 32, 32, 32, 30, 31, 30, 29, 29]",2149.3188475672587,175.0,0
"[32, 31, 31, 35, 35, 34, 34, 33, 34, 33, 32, 32, 32, 30, 31, 30, 29, 29]",2149.3188475672587,175.0,1
"[33, 31, 30, 34, 35, 35, 34, 33, 34, 33, 32, 32, 32, 30, 31, 30, 29, 29]",2149.3188475672587,175.0,1
"[33, 31, 29, 36, 35, 34, 34, 33, 34, 33, 32, 32, 32, 30, 31, 30, 29, 29]",2149.3188475672587,175.0,1
"[33, 31, 29, 35, 36, 34, 34, 33, 34, 33, 32, 32, 32, 30, 31, 30, 29, 29]",2149.3188475672587,175.0,1
"[33, 31, 30, 35, 35, 34, 34, 33, 34, 33, 32, 32, 32, 30, 31, 30, 28, 30]",2148.0131969633376,176.25,0
"[33, 31, 29, 35, 36, 34, 34, 33, 34, 33, 32, 32, 32, 30, 31, 30, 28, 30]",2148.0131969633376,176.25,1
"[33, 31, 30, 34, 36, 34, 34, 33, 34, 33, 32, 32, 32, 30, 31, 30, 28, 30]",2148.0131969633376,176.25,1
"[33, 31, 30, 34, 35, 35, 34, 33, 34, 33, 32, 32, 32, 30, 31, 30, 28, 30]",2148.0131969633376,176.25,1
"[33, 31, 30, 35, 35, 34, 34, 33, 34, 33, 32, 31, 33, 30, 31, 30, 28, 30]",2148.0131969633376,176.25,1
"[33, 31, 30, 34, 35, 35, 34, 33, 34, 33, 32, 32, 32, 30, 31, 30, 28, 30]",2148.0131969633376,176.25,1
"[33, 31, 29, 36, 35, 34, 34, 33, 34, 33, 32, 32, 32, 30, 31, 30, 28, 30]",2148.0131969633376,176.25,1
"[33, 31, 29, 35, 36, 34, 34, 33, 34, 33, 32, 32, 32, 30, 31, 30, 28, 30]",2148.0131969633376,176.25,1
"[33, 31, 30, 34, 35, 35, 34, 33, 34, 33, 32, 32, 32, 30, 31, 30, 28, 30]",2148.0131969633376,176.25,1
"[33, 31, 30, 35, 35, 34, 34, 33, 34, 32, 32, 33, 32, 30, 31, 30, 28, 30]",2145.4363865518885,178.75,0
"[33, 31, 29, 35, 36, 34, 34, 33, 34, 32, 32, 33, 32, 30, 31, 30, 28, 30]",2145.4363865518885,178.75,1
"[33, 31, 29, 35, 36, 34, 34, 33, 34, 32, 32, 33, 32, 30, 31, 30, 28, 30]",2145.4363865518885,178.75,1
"[33, 30, 30, 36, 35, 34, 34, 33, 34, 32, 32, 33, 32, 30, 31, 30, 28, 30]",2145.4363865518885,178.75,1
"[33, 31, 30, 34, 35, 35, 34, 33, 34, 32, 32, 33, 32, 30, 31, 30, 28, 30]",2145.4363865518885,178.75,1
"[33, 31, 29, 36, 35, 34, 34, 33, 34, 32, 32, 33, 32, 30, 31, 30, 28, 30]",2145.4363865518885,178.75,1
"[33, 31, 29, 35, 36, 34, 34, 33, 34, 32, 32, 33, 32, 30, 31, 30, 28, 30]",2145.4363865518885,178.75,1
"[33, 31, 29, 35, 36, 34, 34, 33, 34, 32, 32, 33, 32, 30, 31, 30, 28, 30]",2145.4363865518885,178.75,1
"[33, 31, 30, 35, 35, 34, 34, 33, 34, 32, 32, 33, 31, 31, 31, 30, 28, 30]",2143.07731470557,180.0,0
"[33, 31, 30, 35, 35, 34, 34, 33, 34, 32, 32, 32, 31, 32, 31, 30, 28, 30]",2140.2722076267196,182.5,0
"[33, 31, 30, 34, 35, 35, 34, 33, 34, 32, 32, 32, 31, 32, 31, 30, 28, 30]",2140.2722076267196,182.5,1
"[33, 31, 30, 35, 35, 34, 34, 32, 34, 33, 32, 32, 31, 32, 31, 30, 28, 30]",2137.4095946626376,185.0,0
"[33, 31, 29, 36, 35, 34, 34, 32, 34, 33, 32, 32, 31, 32, 31, 30, 28, 30]",2137.4095946626376,185.0,1
"[33, 31, 30, 35, 34, 35, 34, 32, 34, 33, 32, 32, 31, 32, 31, 30, 28, 30]",2137.4095946626376,185.0,1
