index,airborne delay cost,ground delay cost,transform
"[35, 31, 28, 37, 36, 34, 37, 34, 37, 33, 33, 36, 31, 34, 25, 24, 28, 24]",2372.4815243899548,17.5,0
"[35, 31, 28, 37, 35, 34, 38, 34, 37, 33, 33, 36, 31, 34, 25, 24, 28, 24]",2372.4815243899548,17.5,1
"[35, 31, 28, 36, 36, 35, 37, 34, 37, 33, 33, 36, 31, 34, 25, 24, 28, 24]",2372.4815243899548,17.5,1
"[35, 31, 28, 37, 36, 34, 37, 34, 37, 33, 33, 36, 31, 34, 25, 23, 29, 24]",2374.9345736232463,18.75,0
"[35, 31, 27, 37, 37, 34, 37, 34, 37, 33, 33, 36, 31, 34, 25, 23, 29, 24]",2374.9345736232463,18.75,1
"[34, 32, 28, 37, 36, 34, 37, 34, 37, 33, 33, 36, 31, 34, 25, 23, 29, 24]",2372.5520529188425,20.0,0
"[34, 32, 28, 37, 36, 34, 37, 34, 37, 33, 32, 36, 32, 34, 25, 23, 29, 24]",2367.5630635264756,22.5,0
"[34, 32, 28, 37, 36, 34, 37, 34, 36, 33, 33, 36, 32, 34, 25, 23, 29, 24]",2355.5232560182462,25.0,0
"[34, 32, 28, 36, 37, 34, 37, 34, 36, 33, 33, 36, 32, 34, 25, 23, 29, 24]",2361.9361372765165,26.25,0
"[34, 32, 28, 36, 36, 35, 37, 34, 36, 33, 33, 36, 32, 34, 25, 23, 29, 24]",2360.388656325901,27.5,0
"[34, 32, 28, 36, 36, 35, 36, 35, 36, 33, 33, 36, 32, 34, 25, 23, 29, 24]",2355.7031695681176,28.75,0
"[34, 32, 27, 36, 37, 35, 36, 35, 36, 33, 33, 36, 32, 34, 25, 23, 29, 24]",2355.7031695681176,28.75,1
"[34, 32, 28, 36, 36, 35, 36, 35, 36, 33, 33, 36, 32, 34, 25, 22, 29, 25]",2356.1413439803346,31.25,0
"[34, 32, 28, 36, 36, 35, 35, 36, 36, 33, 33, 36, 32, 34, 25, 22, 29, 25]",2355.547002138449,32.5,0
"[34, 31, 29, 36, 36, 35, 35, 36, 36, 33, 33, 36, 32, 34, 25, 22, 29, 25]",2353.9522111342567,33.75,0
"[34, 31, 29, 35, 36, 36, 35, 36, 36, 33, 33, 36, 32, 34, 25, 22, 29, 25]",2353.9522111342567,33.75,1
"[34, 31, 29, 36, 36, 35, 35, 36, 36, 33, 33, 35, 33, 34, 25, 22, 29, 25]",2347.864160180255,35.0,0
"[34, 31, 28, 37, 36, 35, 35, 36, 36, 33, 33, 35, 33, 34, 25, 22, 29, 25]",2347.864160180255,35.0,1
"[34, 31, 28, 36, 37, 35, 35, 36, 36, 33, 33, 35, 33, 34, 25, 22, 29, 25]",2347.864160180255,35.0,1
"[34, 31, 29, 35, 36, 36, 35, 36, 36, 33, 33, 35, 33, 34, 25, 22, 29, 25]",2357.2802493505897,37.5,0
"[34, 31, 29, 34, 36, 37, 35, 36, 36, 33, 33, 35, 33, 34, 25, 22, 29, 25]",2357.2802493505897,37.5,1
"[34, 31, 29, 34, 37, 36, 35, 36, 36, 33, 33, 35, 33, 34, 25, 22, 29, 25]",2357.2802493505897,37.5,1
"[34, 30, 30, 35, 36, 36, 35, 36, 36, 33, 33, 35, 33, 34, 25, 22, 29, 25]",2357.7183672207434,38.75,0
"[34, 30, 30, 34, 36, 37, 35, 36, 36, 33, 33, 35, 33, 34, 25, 22, 29, 25]",2357.7183672207434,38.75,1
"[34, 30, 30, 35, 35, 37, 35, 36, 36, 33, 33, 35, 33, 34, 25, 22, 29, 25]",2357.7183672207434,38.75,1
"[34, 30, 29, 36, 36, 36, 35, 36, 36, 33, 33, 35, 33, 34, 25, 22, 29, 25]",2357.7183672207434,38.75,1
"[34, 30, 30, 35, 36, 36, 35, 36, 36, 33, 33, 34, 33, 35, 25, 22, 29, 25]",2350.6334205966846,41.25,0
"[34, 30, 30, 35, 35, 37, 35, 36, 36, 33, 33, 34, 33, 35, 25, 22, 29, 25]",2350.6334205966846,41.25,1
"[34, 30, 30, 35, 35, 37, 35, 36, 36, 33, 33, 34, 33, 35, 25, 22, 29, 25]",2350.6334205966846,41.25,1
"[34, 30, 30, 35, 35, 37, 35, 36, 36, 33, 33, 34, 33, 35, 25, 22, 29, 25]",2355.454796491987,42.5,0
"[34, 30, 30, 35, 35, 36, 36, 36, 36, 33, 33, 34, 33, 35, 25, 22, 29, 25]",2354.9024099938038,43.75,0
"[34, 30, 30, 35, 34, 36, 37, 36, 36, 33, 33, 34, 33, 35, 25, 22, 29, 25]",2354.9024099938038,43.75,1
"[34, 30, 30, 34, 36, 36, 36, 36, 36, 33, 33, 34, 33, 35, 25, 22, 29, 25]",2354.9024099938038,43.75,1
"[34, 30, 30, 35, 35, 36, 36, 36, 36, 33, 33, 34, 32, 36, 25, 22, 29, 25]",2353.6429413819747,45.0,0
"[33, 31, 30, 35, 35, 36, 36, 36, 36, 33, 33, 34, 32, 36, 25, 22, 29, 25]",2352.084151368531,46.25,0
"[33, 31, 30, 35, 35, 35, 36, 37, 36, 33, 33, 34, 32, 36, 25, 22, 29, 25]",2352.084151368531,46.25,1
"[33, 31, 30, 35, 34, 36, 37, 36, 36, 33, 33, 34, 32, 36, 25, 22, 29, 25]",2352.084151368531,46.25,1
"[33, 31, 30, 35, 34, 37, 36, 36, 36, 33, 33, 34, 32, 36, 25, 22, 29, 25]",2352.084151368531,46.25,1
"[33, 31, 30, 35, 35, 36, 36, 35, 36, 34, 33, 34, 32, 36, 25, 22, 29, 25]",2339.8361306137654,48.75,0
"[33, 31, 30, 35, 34, 37, 36, 35, 36, 34, 33, 34, 32, 36, 25, 22, 29, 25]",2339.8361306137654,48.75,1
"[33, 31, 30, 35, 34, 36, 37, 35, 36, 34, 33, 34, 32, 36, 25, 22, 29, 25]",2339.8361306137654,48.75,1
"[33, 30, 30, 36, 35, 36, 36, 35, 36, 34, 33, 34, 32, 36, 25, 22, 29, 25]",2339.8361306137654,48.75,1
"[33, 31, 30, 35, 34, 37, 36, 35, 36, 34, 33, 34, 32, 36, 25, 22, 29, 25]",2339.8361306137654,48.75,1
"[33, 31, 30, 35, 35, 36, 36, 35, 36, 34, 33, 34, 31, 36, 26, 22, 29, 25]",2329.156791388528,51.25,0
"[33, 31, 30, 35, 35, 35, 37, 35, 36, 34, 33, 34, 31, 36, 26, 22, 29, 25]",2329.156791388528,51.25,1
"[33, 31, 30, 35, 35, 35, 37, 35, 36, 34, 33, 34, 31, 36, 26, 22, 29, 25]",2329.156791388528,51.25,1
"[33, 31, 30, 35, 35, 35, 37, 35, 36, 34, 33, 34, 31, 36, 26, 22, 29, 25]",2329.156791388528,51.25,1
"[33, 31, 30, 35, 35, 35, 37, 35, 36, 34, 33, 34, 31, 36, 26, 22, 29, 25]",2332.1720513157175,52.5,0
"[33, 31, 30, 35, 35, 35, 37, 35, 36, 34, 32, 34, 32, 36, 26, 22, 29, 25]",2327.3861064569073,55.0,0
"[33, 31, 30, 35, 35, 35, 36, 36, 36, 34, 32, 34, 32, 36, 26, 22, 29, 25]",2325.2446944252947,56.25,0
"[33, 31, 30, 35, 35, 35, 35, 37, 36, 34, 32, 34, 32, 36, 26, 22, 29, 25]",2327.572959169076,57.5,0
"[33, 31, 30, 35, 35, 35, 35, 37, 36, 34, 32, 34, 32, 36, 26, 21, 29, 26]",2327.572959169076,57.5,1
"[33, 31, 30, 35, 34, 35, 36, 37, 36, 34, 32, 34, 32, 36, 26, 22, 29, 25]",2327.572959169076,57.5,1
"[33, 31, 30, 35, 35, 35, 35, 37, 36, 34, 32, 34, 31, 36, 27, 22, 29, 25]",2317.744942395584,60.0,0
"[33, 31, 30, 35, 35, 35, 35, 37, 36, 33, 33, 34, 31, 36, 27, 22, 29, 25]",2311.8167187109793,61.25,0
"[33, 31, 30, 35, 35, 35, 35, 36, 36, 34, 33, 34, 31, 36, 27, 22, 29, 25]",2298.58117162588,63.75,0
"[33, 31, 30, 35, 35, 35, 34, 37, 36, 34, 33, 34, 31, 36, 27, 22, 29, 25]",2303.5030304856787,65.0,0
"[33, 31, 30, 35, 35, 35, 34, 36, 37, 34, 33, 34, 31, 36, 27, 22, 29, 25]",2301.8665402365837,66.25,0
"[33, 31, 30, 35, 35, 34, 34, 37, 37, 34, 33, 34, 31, 36, 27, 22, 29, 25]",2301.8665402365837,66.25,1
"[33, 31, 30, 35, 35, 35, 34, 35, 38, 34, 33, 34, 31, 36, 27, 22, 29, 25]",2301.8665402365837,66.25,1
"[32, 32, 30, 35, 35, 35, 34, 36, 37, 34, 33, 34, 31, 36, 27, 22, 29, 25]",2302.6295527935863,67.5,0
"[32, 32, 30, 35, 35, 35, 34, 36, 36, 34, 34, 34, 31, 36, 27, 22, 29, 25]",2289.2789749487697,70.0,0
"[32, 32, 30, 35, 35, 35, 34, 35, 36, 35, 34, 34, 31, 36, 27, 22, 29, 25]",2284.5447568999675,72.5,0
"[32, 32, 30, 35, 35, 35, 34, 35, 35, 36, 34, 34, 31, 36, 27, 22, 29, 25]",2282.522619844319,73.75,0
"[32, 32, 30, 35, 35, 35, 34, 35, 35, 35, 35, 34, 31, 36, 27, 22, 29, 25]",2277.9890118086373,75.0,0
"[32, 32, 30, 35, 35, 35, 34, 35, 35, 35, 35, 34, 31, 35, 28, 22, 29, 25]",2267.662556404441,76.25,0
"[32, 32, 29, 36, 35, 35, 34, 35, 35, 35, 35, 34, 31, 35, 28, 22, 29, 25]",2267.662556404441,76.25,1
"[32, 32, 30, 35, 35, 35, 34, 35, 35, 35, 35, 34, 31, 35, 28, 22, 28, 26]",2265.5908134376614,77.5,0
"[32, 32, 29, 36, 35, 35, 34, 35, 35, 35, 35, 34, 31, 35, 28, 22, 28, 26]",2265.5908134376614,77.5,1
"[32, 32, 30, 34, 35, 36, 34, 35, 35, 35, 35, 34, 31, 35, 28, 22, 28, 26]",2265.5908134376614,77.5,1
"[32, 32, 29, 35, 36, 35, 34, 35, 35, 35, 35, 34, 31, 35, 28, 22, 28, 26]",2265.5908134376614,77.5,1
"[32, 32, 30, 34, 35, 36, 34, 35, 35, 35, 35, 34, 31, 35, 28, 22, 28, 26]",2265.5908134376614,77.5,1
"[32, 32, 30, 35, 35, 35, 34, 34, 36, 35, 35, 34, 31, 35, 28, 22, 28, 26]",2265.5908134376614,77.5,1
"[31, 33, 30, 35, 35, 35, 34, 35, 35, 35, 35, 34, 31, 35, 28, 22, 28, 26]",2265.5908134376614,77.5,1
"[32, 32, 30, 35, 35, 35, 33, 35, 36, 35, 35, 34, 31, 35, 28, 22, 28, 26]",2271.5320989082024,80.0,0
"[32, 32, 30, 35, 35, 35, 33, 34, 37, 35, 35, 34, 31, 35, 28, 22, 28, 26]",2271.5320989082024,80.0,1
"[32, 32, 30, 35, 35, 35, 33, 35, 36, 35, 35, 33, 31, 36, 28, 22, 28, 26]",2267.6138505586923,82.5,0
"[32, 32, 30, 35, 35, 35, 33, 35, 35, 36, 35, 33, 31, 36, 28, 22, 28, 26]",2266.6161964893504,83.75,0
"[32, 32, 30, 35, 35, 35, 33, 35, 34, 37, 35, 33, 31, 36, 28, 22, 28, 26]",2266.6161964893504,83.75,1
"[32, 32, 30, 35, 35, 35, 33, 35, 34, 37, 35, 33, 31, 36, 28, 22, 28, 26]",2266.6161964893504,83.75,1
"[32, 32, 30, 35, 35, 35, 33, 35, 35, 35, 36, 33, 31, 36, 28, 22, 28, 26]",2263.04235196219,85.0,0
"[32, 32, 30, 35, 35, 35, 33, 35, 35, 35, 35, 34, 31, 36, 28, 22, 28, 26]",2255.651046824085,86.25,0
"[32, 32, 30, 35, 35, 35, 33, 35, 35, 35, 35, 34, 31, 35, 29, 22, 28, 26]",2245.7165527481684,87.5,0
"[32, 32, 30, 34, 35, 36, 33, 35, 35, 35, 35, 34, 31, 35, 29, 22, 28, 26]",2245.7165527481684,87.5,1
"[32, 32, 30, 34, 35, 36, 33, 35, 35, 35, 35, 34, 31, 35, 29, 22, 28, 26]",2245.7165527481684,87.5,1
"[32, 32, 30, 34, 35, 36, 33, 35, 35, 35, 35, 34, 31, 35, 29, 22, 28, 26]",2245.7165527481684,87.5,1
"[32, 32, 29, 35, 36, 35, 33, 35, 35, 35, 35, 34, 31, 35, 29, 22, 28, 26]",2245.7165527481684,87.5,1
"[32, 32, 30, 34, 35, 36, 33, 35, 35, 35, 35, 34, 31, 35, 29, 22, 28, 26]",2245.7165527481684,87.5,1
"[32, 32, 30, 34, 35, 36, 33, 35, 35, 35, 35, 34, 31, 35, 29, 22, 28, 26]",2245.7165527481684,87.5,1
"[32, 32, 29, 35, 36, 35, 33, 35, 35, 35, 35, 34, 31, 35, 29, 22, 28, 26]",2245.7165527481684,87.5,1
"[31, 32, 31, 35, 35, 35, 33, 35, 35, 35, 35, 34, 31, 35, 29, 22, 28, 26]",2245.7165527481684,87.5,1
"[32, 32, 29, 35, 36, 35, 33, 35, 35, 35, 35, 34, 31, 35, 29, 22, 28, 26]",2245.7165527481684,87.5,1
"[32, 32, 30, 34, 35, 36, 33, 35, 35, 35, 35, 34, 31, 35, 29, 22, 28, 26]",2245.7165527481684,87.5,1
"[32, 32, 30, 34, 36, 35, 33, 35, 35, 35, 35, 34, 31, 35, 29, 22, 28, 26]",2245.7165527481684,87.5,1
"[32, 32, 30, 35, 35, 35, 33, 35, 35, 35, 34, 34, 32, 35, 29, 22, 28, 26]",2235.547898373796,90.0,0
"[32, 32, 30, 34, 36, 35, 33, 35, 35, 35, 34, 34, 32, 35, 29, 22, 28, 26]",2235.547898373796,90.0,1
"[32, 32, 29, 35, 36, 35, 33, 35, 35, 35, 34, 34, 32, 35, 29, 22, 28, 26]",2235.547898373796,90.0,1
"[32, 32, 29, 36, 35, 35, 33, 35, 35, 35, 34, 34, 32, 35, 29, 22, 28, 26]",2235.547898373796,90.0,1
"[32, 32, 29, 35, 36, 35, 33, 35, 35, 35, 34, 34, 32, 35, 29, 22, 28, 26]",2235.547898373796,90.0,1
"[32, 32, 30, 35, 34, 36, 33, 35, 35, 35, 34, 34, 32, 35, 29, 22, 28, 26]",2237.1804277459364,91.25,0
"[32, 32, 30, 35, 34, 35, 33, 36, 35, 35, 34, 34, 32, 35, 29, 22, 28, 26]",2239.4736750769575,93.75,0
"[32, 32, 30, 35, 34, 35, 32, 37, 35, 35, 34, 34, 32, 35, 29, 22, 28, 26]",2239.4736750769575,93.75,1
"[32, 32, 30, 35, 34, 35, 32, 37, 35, 35, 34, 34, 32, 35, 29, 22, 28, 26]",2239.4736750769575,93.75,1
"[32, 32, 30, 35, 34, 35, 33, 35, 35, 36, 34, 34, 32, 35, 29, 22, 28, 26]",2239.433602836339,96.25,0
"[32, 32, 30, 35, 34, 35, 33, 35, 35, 36, 34, 34, 32, 35, 29, 21, 28, 27]",2239.433602836339,96.25,1
"[32, 32, 30, 35, 34, 35, 33, 35, 34, 36, 35, 34, 32, 35, 29, 22, 28, 26]",2237.0088807818147,98.75,0
"[32, 32, 29, 35, 35, 35, 33, 35, 34, 36, 35, 34, 32, 35, 29, 22, 28, 26]",2237.0088807818147,98.75,1
"[32, 32, 30, 35, 34, 35, 33, 35, 33, 37, 35, 34, 32, 35, 29, 22, 28, 26]",2237.0088807818147,98.75,1
"[32, 32, 30, 35, 34, 34, 33, 36, 34, 36, 35, 34, 32, 35, 29, 22, 28, 26]",2241.558883296204,101.25,0
"[32, 32, 30, 35, 34, 34, 32, 36, 35, 36, 35, 34, 32, 35, 29, 22, 28, 26]",2241.558883296204,101.25,1
"[32, 32, 30, 35, 34, 34, 32, 36, 35, 36, 35, 34, 32, 35, 29, 22, 28, 26]",2241.558883296204,101.25,1
"[32, 31, 31, 35, 34, 34, 33, 36, 34, 36, 35, 34, 32, 35, 29, 22, 28, 26]",2242.490676514472,102.5,0
"[32, 30, 31, 36, 34, 34, 33, 36, 34, 36, 35, 34, 32, 35, 29, 22, 28, 26]",2242.490676514472,102.5,1
"[32, 31, 31, 35, 34, 34, 33, 35, 34, 37, 35, 34, 32, 35, 29, 22, 28, 26]",2242.490676514472,102.5,1
"[32, 31, 31, 35, 34, 34, 33, 35, 35, 36, 35, 34, 32, 35, 29, 22, 28, 26]",2243.658620662239,103.75,0
"[32, 31, 31, 35, 34, 34, 33, 35, 34, 36, 36, 34, 32, 35, 29, 22, 28, 26]",2244.185243849301,106.25,0
"[32, 31, 31, 35, 34, 34, 33, 35, 34, 35, 37, 34, 32, 35, 29, 22, 28, 26]",2244.687631521615,107.5,0
"[32, 31, 31, 35, 34, 34, 33, 35, 34, 35, 36, 35, 32, 35, 29, 22, 28, 26]",2237.468253959856,108.75,0
"[32, 31, 31, 35, 34, 34, 33, 35, 34, 35, 36, 35, 32, 35, 28, 23, 28, 26]",2232.094448258736,110.0,0
"[32, 31, 31, 35, 34, 34, 33, 35, 34, 34, 36, 36, 32, 35, 28, 23, 28, 26]",2231.055547993263,112.5,0
"[32, 31, 31, 35, 34, 34, 33, 35, 34, 34, 35, 37, 32, 35, 28, 23, 28, 26]",2231.055547993263,112.5,1
"[32, 31, 31, 35, 34, 34, 33, 35, 34, 34, 36, 36, 32, 35, 28, 22, 28, 27]",2231.055547993263,112.5,1
"[32, 31, 31, 35, 34, 34, 33, 35, 34, 33, 37, 36, 32, 35, 28, 23, 28, 26]",2231.055547993263,112.5,1
"[32, 31, 31, 35, 34, 34, 33, 35, 34, 33, 37, 36, 32, 35, 28, 23, 28, 26]",2238.2228859486963,113.75,0
"[32, 31, 31, 35, 34, 34, 33, 35, 34, 33, 37, 36, 32, 35, 28, 23, 27, 27]",2237.126981452841,115.0,0
"[32, 31, 31, 35, 34, 34, 33, 35, 34, 33, 36, 36, 33, 35, 28, 23, 27, 27]",2225.264805084848,117.5,0
"[32, 31, 31, 35, 34, 34, 33, 35, 34, 33, 35, 37, 33, 35, 28, 23, 27, 27]",2225.264805084848,117.5,1
"[32, 31, 31, 35, 34, 34, 33, 35, 34, 32, 37, 36, 33, 35, 28, 23, 27, 27]",2225.264805084848,117.5,1
"[32, 31, 31, 35, 34, 34, 33, 35, 34, 33, 35, 36, 34, 35, 28, 23, 27, 27]",2218.7165231133,120.0,0
"[32, 31, 31, 35, 34, 34, 33, 35, 34, 33, 34, 37, 34, 35, 28, 23, 27, 27]",2218.7165231133,120.0,1
"[32, 31, 31, 35, 34, 34, 33, 35, 34, 33, 35, 35, 35, 35, 28, 23, 27, 27]",2214.6844908907733,121.25,0
"[32, 31, 31, 35, 34, 34, 33, 35, 34, 32, 35, 36, 35, 35, 28, 23, 27, 27]",2214.6844908907733,121.25,1
"[32, 31, 31, 34, 35, 34, 33, 35, 34, 33, 35, 35, 35, 35, 28, 23, 27, 27]",2214.6844908907733,121.25,1
"[32, 31, 31, 35, 34, 34, 33, 35, 34, 33, 35, 35, 35, 35, 28, 23, 26, 28]",2214.5922531523865,122.5,0
"[32, 31, 31, 35, 33, 34, 34, 35, 34, 33, 35, 35, 35, 35, 28, 23, 26, 28]",2214.5922531523865,122.5,1
"[32, 31, 31, 34, 34, 35, 33, 35, 34, 33, 35, 35, 35, 35, 28, 23, 26, 28]",2214.5922531523865,122.5,1
"[32, 31, 31, 34, 34, 35, 33, 35, 34, 33, 35, 35, 35, 35, 28, 23, 26, 28]",2214.5922531523865,122.5,1
"[32, 31, 30, 36, 34, 34, 33, 35, 34, 33, 35, 35, 35, 35, 28, 23, 26, 28]",2214.5922531523865,122.5,1
"[32, 31, 31, 35, 34, 34, 33, 35, 34, 33, 35, 35, 35, 35, 27, 24, 26, 28]",2209.8065824170417,123.75,0
"[32, 31, 31, 34, 35, 34, 33, 35, 34, 33, 35, 35, 35, 35, 27, 24, 26, 28]",2209.8065824170417,123.75,1
"[32, 31, 31, 34, 35, 34, 33, 35, 34, 33, 35, 35, 35, 35, 27, 24, 26, 28]",2209.8065824170417,123.75,1
"[32, 31, 31, 35, 34, 34, 33, 35, 34, 33, 35, 35, 34, 35, 28, 24, 26, 28]",2192.2939752141815,126.25,0
"[32, 31, 30, 35, 35, 34, 33, 35, 34, 33, 35, 35, 34, 35, 28, 24, 26, 28]",2192.2939752141815,126.25,1
"[32, 31, 31, 34, 35, 34, 33, 35, 34, 33, 35, 35, 34, 35, 28, 24, 26, 28]",2192.2939752141815,126.25,1
"[32, 31, 30, 36, 34, 34, 33, 35, 34, 33, 35, 35, 34, 35, 28, 24, 26, 28]",2192.2939752141815,126.25,1
"[32, 31, 30, 36, 34, 34, 33, 35, 34, 33, 35, 35, 34, 35, 28, 24, 26, 28]",2192.2939752141815,126.25,1
"[31, 32, 31, 35, 34, 34, 33, 35, 34, 33, 35, 35, 34, 35, 28, 24, 26, 28]",2192.2939752141815,126.25,1
"[32, 31, 31, 34, 34, 35, 33, 35, 34, 33, 35, 35, 34, 35, 28, 24, 26, 28]",2192.2939752141815,126.25,1
"[32, 30, 31, 36, 34, 34, 33, 35, 34, 33, 35, 35, 34, 35, 28, 24, 26, 28]",2192.2939752141815,126.25,1
"[32, 31, 31, 35, 34, 34, 33, 35, 34, 33, 35, 35, 34, 34, 28, 25, 26, 28]",2177.473038882139,128.75,0
"[32, 31, 30, 36, 34, 34, 33, 35, 34, 33, 35, 35, 34, 34, 28, 25, 26, 28]",2177.473038882139,128.75,1
"[32, 31, 30, 35, 35, 34, 33, 35, 34, 33, 35, 35, 34, 34, 28, 25, 26, 28]",2177.473038882139,128.75,1
"[32, 31, 31, 34, 35, 34, 33, 35, 34, 33, 35, 35, 34, 34, 28, 25, 26, 28]",2177.473038882139,128.75,1
"[32, 31, 31, 34, 34, 35, 33, 35, 34, 33, 35, 35, 34, 34, 28, 25, 26, 28]",2180.487014038104,131.25,0
"[31, 31, 32, 34, 34, 35, 33, 35, 34, 33, 35, 35, 34, 34, 28, 25, 26, 28]",2180.487014038104,131.25,1
"[32, 30, 32, 34, 34, 35, 33, 35, 34, 33, 35, 35, 34, 34, 28, 25, 26, 28]",2180.487014038104,131.25,1
"[32, 31, 31, 34, 34, 34, 33, 36, 34, 33, 35, 35, 34, 34, 28, 25, 26, 28]",2180.487014038104,131.25,1
"[32, 31, 31, 34, 33, 36, 33, 35, 34, 33, 35, 35, 34, 34, 28, 25, 26, 28]",2180.487014038104,131.25,1
"[32, 31, 31, 34, 34, 35, 33, 35, 34, 32, 36, 35, 34, 34, 28, 25, 26, 28]",2180.487014038104,131.25,1
"[32, 31, 31, 34, 34, 34, 34, 35, 34, 33, 35, 35, 34, 34, 28, 25, 26, 28]",2179.8579286597833,132.5,0
"[32, 31, 31, 34, 33, 35, 34, 35, 34, 33, 35, 35, 34, 34, 28, 25, 26, 28]",2183.0042977134863,133.75,0
"[32, 31, 31, 34, 33, 35, 34, 35, 34, 33, 35, 34, 35, 34, 28, 25, 26, 28]",2180.353245370688,135.0,0
"[32, 31, 31, 34, 33, 35, 34, 35, 34, 32, 35, 35, 35, 34, 28, 25, 26, 28]",2180.353245370688,135.0,1
"[32, 31, 31, 34, 33, 35, 34, 35, 33, 33, 36, 34, 35, 34, 28, 25, 26, 28]",2180.353245370688,135.0,1
"[32, 31, 31, 33, 33, 36, 34, 35, 34, 33, 35, 34, 35, 34, 28, 25, 26, 28]",2180.353245370688,135.0,1
"[32, 31, 31, 34, 33, 35, 34, 35, 33, 34, 35, 34, 35, 34, 28, 25, 26, 28]",2180.353245370688,135.0,1
"[32, 31, 31, 34, 33, 35, 34, 35, 33, 34, 35, 34, 35, 34, 28, 25, 26, 28]",2180.353245370688,135.0,1
"[32, 31, 31, 34, 33, 34, 35, 35, 34, 33, 35, 34, 35, 34, 28, 25, 26, 28]",2180.353245370688,135.0,1
"[32, 31, 31, 34, 33, 34, 35, 35, 34, 33, 35, 34, 35, 34, 28, 25, 26, 28]",2182.54217973454,136.25,0
"[32, 31, 31, 34, 33, 33, 35, 36, 34, 33, 35, 34, 35, 34, 28, 25, 26, 28]",2182.54217973454,136.25,1
"[32, 31, 31, 34, 32, 35, 35, 35, 34, 33, 35, 34, 35, 34, 28, 25, 26, 28]",2182.54217973454,136.25,1
"[32, 31, 31, 34, 33, 33, 35, 36, 34, 33, 35, 34, 35, 34, 28, 25, 26, 28]",2182.54217973454,136.25,1
"[32, 31, 31, 34, 33, 34, 35, 35, 33, 34, 35, 34, 35, 34, 28, 25, 26, 28]",2182.121333271486,137.5,0
"[32, 31, 31, 34, 33, 34, 34, 36, 33, 34, 35, 34, 35, 34, 28, 25, 26, 28]",2182.121333271486,137.5,1
"[32, 31, 31, 34, 33, 34, 35, 35, 33, 34, 35, 33, 36, 34, 28, 25, 26, 28]",2182.800299009998,138.75,0
"[32, 31, 31, 34, 33, 34, 35, 35, 32, 34, 36, 33, 36, 34, 28, 25, 26, 28]",2182.800299009998,138.75,1
"[32, 31, 31, 34, 33, 34, 35, 35, 33, 34, 35, 33, 35, 34, 29, 25, 26, 28]",2166.1352152402746,141.25,0
"[32, 31, 31, 34, 33, 33, 35, 36, 33, 34, 35, 33, 35, 34, 29, 25, 26, 28]",2166.1352152402746,141.25,1
"[32, 31, 31, 34, 33, 33, 36, 35, 33, 34, 35, 33, 35, 34, 29, 25, 26, 28]",2166.1352152402746,141.25,1
"[32, 31, 31, 34, 33, 33, 36, 35, 33, 34, 35, 33, 35, 34, 29, 25, 26, 28]",2166.1352152402746,141.25,1
"[32, 31, 31, 34, 33, 33, 36, 35, 33, 34, 35, 33, 35, 34, 29, 25, 26, 28]",2166.1352152402746,141.25,1
"[32, 31, 31, 34, 33, 34, 34, 35, 34, 34, 35, 33, 35, 34, 29, 25, 26, 28]",2164.1446938682197,143.75,0
"[32, 31, 31, 34, 33, 34, 34, 34, 35, 34, 35, 33, 35, 34, 29, 25, 26, 28]",2164.4652945672274,145.0,0
"[32, 31, 31, 34, 33, 34, 34, 34, 34, 34, 36, 33, 35, 34, 29, 25, 26, 28]",2164.4652945672274,145.0,1
"[32, 31, 31, 34, 33, 34, 34, 33, 36, 34, 35, 33, 35, 34, 29, 25, 26, 28]",2164.4652945672274,145.0,1
"[32, 31, 31, 34, 33, 34, 34, 33, 35, 35, 35, 33, 35, 34, 29, 25, 26, 28]",2164.4652945672274,145.0,1
"[32, 31, 31, 34, 33, 34, 34, 34, 34, 34, 36, 33, 35, 34, 29, 25, 26, 28]",2164.4652945672274,145.0,1
"[32, 31, 31, 34, 33, 34, 34, 34, 35, 33, 35, 34, 35, 34, 29, 25, 26, 28]",2163.2417992521355,147.5,0
"[32, 30, 32, 34, 33, 34, 34, 34, 35, 33, 35, 34, 35, 34, 29, 25, 26, 28]",2163.2417992521355,147.5,1
"[32, 31, 31, 34, 33, 34, 34, 33, 35, 34, 35, 34, 35, 34, 29, 25, 26, 28]",2163.2417992521355,147.5,1
"[31, 32, 31, 34, 33, 34, 34, 34, 35, 33, 35, 34, 35, 34, 29, 25, 26, 28]",2165.3596258452835,148.75,0
"[31, 32, 31, 34, 33, 34, 34, 33, 36, 33, 35, 34, 35, 34, 29, 25, 26, 28]",2165.3596258452835,148.75,1
"[31, 32, 31, 34, 33, 34, 34, 33, 36, 33, 35, 34, 35, 34, 29, 25, 26, 28]",2168.763859552647,150.0,0
"[31, 32, 31, 33, 33, 35, 34, 33, 36, 33, 35, 34, 35, 34, 29, 25, 26, 28]",2168.763859552647,150.0,1
"[31, 32, 31, 34, 33, 34, 34, 33, 35, 33, 36, 34, 35, 34, 29, 25, 26, 28]",2168.763859552647,150.0,1
"[31, 32, 31, 34, 33, 34, 34, 32, 36, 34, 35, 34, 35, 34, 29, 25, 26, 28]",2168.763859552647,150.0,1
"[31, 32, 31, 34, 33, 34, 34, 33, 36, 33, 35, 34, 35, 34, 28, 26, 26, 28]",2164.4882427244556,151.25,0
"[31, 32, 31, 34, 33, 34, 34, 32, 37, 33, 35, 34, 35, 34, 28, 26, 26, 28]",2164.4882427244556,151.25,1
